Date,dew,humidity,pm1,pm10,pm25,pressure,temperature,wind-speed,aqi_value,aqi_category
2019-01-24,5.5,84.0,,,164.0,1022.0,9.0,1.5,164.0,Unhealthy
2019-01-25,6.0,87.0,,,157.0,1023.0,9.5,1.5,157.0,Unhealthy
2019-01-26,8.0,93.0,,,132.0,1023.0,9.0,1.5,132.0,Unhealthy for Sensitive Groups
2019-01-27,6.0,82.0,,,175.0,1023.0,9.0,1.5,175.0,Unhealthy
2019-01-28,5.0,87.0,,,167.0,1021.5,8.5,1.5,167.0,Unhealthy
2019-01-29,4.5,84.0,,,153.0,1020.0,8.5,1.5,153.0,Unhealthy
2019-01-30,3.0,78.0,,,162.0,1021.5,9.0,1.5,162.0,Unhealthy
2019-01-31,5.0,78.5,,,163.0,1023.0,10.0,1.5,163.0,Unhealthy
2019-02-01,6.0,81.0,,,180.0,1021.0,9.5,1.5,180.0,Unhealthy
2019-02-02,4.5,75.0,,,170.0,1019.5,10.0,1.5,170.0,Unhealthy
2019-02-03,4.0,71.0,,,160.0,1021.0,10.0,1.5,160.0,Unhealthy
2019-02-04,6.0,76.0,,,166.0,1022.0,11.0,1.5,166.0,Unhealthy
2019-02-05,7.0,76.0,,,169.0,1020.5,11.5,1.5,169.0,Unhealthy
2019-02-06,7.5,73.5,,,118.0,1018.0,12.0,1.5,118.0,Unhealthy for Sensitive Groups
2019-02-07,9.5,100.0,,,98.0,1022.0,10.0,1.0,98.0,Moderate
2019-02-08,9.0,93.0,,,72.0,1021.0,10.0,1.5,72.0,Moderate
2019-02-09,5.0,84.0,,,45.0,1019.0,7.5,2.3,45.0,Good
2019-02-10,4.0,78.5,,,78.0,1021.0,9.0,1.5,78.0,Moderate
2019-02-11,7.0,87.0,,,95.0,1022.5,10.5,1.5,95.0,Moderate
2019-02-12,7.0,76.0,,,109.0,1024.0,10.5,1.5,109.0,Unhealthy for Sensitive Groups
2019-02-13,8.0,76.5,,,118.0,1023.0,11.5,1.5,118.0,Unhealthy for Sensitive Groups
2019-02-14,9.5,84.5,,,153.0,1021.5,13.0,1.2,153.0,Unhealthy
2019-02-15,8.5,81.0,,,123.0,1021.0,12.0,1.5,123.0,Unhealthy for Sensitive Groups
2019-02-16,8.5,90.0,,,83.0,1019.0,11.0,1.5,83.0,Moderate
2019-02-17,6.5,84.0,,,65.0,1014.0,8.5,1.5,65.0,Moderate
2019-02-18,7.5,76.0,,,82.0,1013.0,11.5,1.8,82.0,Moderate
2019-02-19,7.5,81.0,,,82.0,1018.0,10.5,1.5,82.0,Moderate
2019-02-20,7.0,71.5,,,91.0,1020.5,12.5,1.5,91.0,Moderate
2019-02-21,8.0,76.0,,,101.0,1022.0,13.5,1.5,101.0,Unhealthy for Sensitive Groups
2019-02-22,8.0,67.0,,,99.0,1018.0,14.0,1.5,99.0,Moderate
2019-02-23,7.0,61.0,,,89.0,1016.0,14.0,1.8,89.0,Moderate
2019-02-24,6.5,54.0,,,94.0,1015.0,15.5,1.5,94.0,Moderate
2019-02-25,4.0,54.0,,,65.0,1016.0,13.5,1.5,65.0,Moderate
2019-02-26,3.0,43.0,,,72.0,1015.5,12.5,2.0,72.0,Moderate
2019-02-27,4.5,66.0,,,66.0,1014.5,11.0,2.8,66.0,Moderate
2019-02-28,4.0,84.0,,,36.0,1015.5,8.0,2.0,36.0,Good
2019-03-01,4.5,76.0,,,64.0,1016.5,9.0,1.8,64.0,Moderate
2019-03-02,7.0,76.0,,,79.0,1019.0,11.0,1.8,79.0,Moderate
2019-03-03,8.5,87.0,,,80.0,1015.0,11.0,1.5,80.0,Moderate
2019-03-04,8.0,81.5,,,81.0,1012.0,12.5,1.8,81.0,Moderate
2019-03-05,7.0,73.5,,,74.0,1012.0,12.0,1.5,74.0,Moderate
2019-03-06,6.0,66.5,,,76.0,1013.5,12.5,1.5,76.0,Moderate
2019-03-07,8.0,71.0,,,97.0,1014.0,13.5,2.0,97.0,Moderate
2019-03-08,7.0,73.5,,,101.0,1016.0,12.0,1.8,101.0,Unhealthy for Sensitive Groups
2019-03-09,7.5,71.0,,,107.0,1016.0,14.0,1.8,107.0,Unhealthy for Sensitive Groups
2019-03-10,6.5,56.0,,,102.0,1018.0,14.5,1.5,102.0,Unhealthy for Sensitive Groups
2019-03-11,7.0,57.0,,,102.0,1019.5,16.0,1.8,102.0,Unhealthy for Sensitive Groups
2019-03-12,4.0,45.0,,,95.0,1019.0,16.5,1.8,95.0,Moderate
2019-03-13,5.0,49.5,,,112.0,1019.5,17.0,1.5,112.0,Unhealthy for Sensitive Groups
2019-03-14,5.0,41.0,,,83.0,1021.0,18.5,1.5,83.0,Moderate
2019-03-15,5.0,40.5,,,77.0,1021.0,18.0,1.8,77.0,Moderate
2019-03-16,6.0,46.5,,,90.0,1020.0,16.0,2.0,90.0,Moderate
2019-03-17,8.0,59.0,,,109.0,1019.0,15.5,1.5,109.0,Unhealthy for Sensitive Groups
2019-03-18,9.0,73.5,,,100.0,1018.5,13.5,1.5,100.0,Moderate
2019-03-19,8.5,79.5,,,103.0,1015.5,12.5,1.5,103.0,Unhealthy for Sensitive Groups
2019-03-20,9.0,69.0,,,88.0,1016.0,14.0,1.5,88.0,Moderate
2019-03-21,7.5,60.5,,,71.0,1018.0,16.0,2.0,71.0,Moderate
2019-03-22,5.5,42.0,,,82.0,1017.0,18.0,1.8,82.0,Moderate
2019-03-23,7.0,48.0,,,107.0,1016.0,17.5,1.5,107.0,Unhealthy for Sensitive Groups
2019-03-24,9.0,59.0,,,153.0,1016.5,18.0,1.8,153.0,Unhealthy
2019-03-25,11.0,84.5,,,151.0,1018.0,14.0,1.5,151.0,Unhealthy
2019-03-26,10.5,90.0,,,57.0,1020.5,13.0,1.5,57.0,Moderate
2019-03-27,10.5,79.0,,,56.0,1020.0,14.5,1.8,56.0,Moderate
2019-03-28,11.0,69.5,,,69.0,1019.0,18.0,1.8,69.0,Moderate
2019-03-29,13.5,70.0,,,85.0,1017.0,19.5,1.8,85.0,Moderate
2019-03-30,15.0,85.0,,,110.0,1016.5,17.5,1.5,110.0,Unhealthy for Sensitive Groups
2019-03-31,14.0,69.5,,,83.0,1015.0,16.0,2.0,83.0,Moderate
2019-04-01,9.5,53.0,,,57.0,1016.0,19.0,2.0,57.0,Moderate
2019-04-02,8.0,51.5,,,58.0,1016.0,18.5,2.3,58.0,Moderate
2019-04-03,11.0,72.0,,,74.0,1017.5,18.0,1.8,74.0,Moderate
2019-04-04,15.0,82.0,,,87.0,1018.0,18.0,1.8,87.0,Moderate
2019-04-05,15.5,88.0,,,100.0,1017.5,17.5,1.5,100.0,Moderate
2019-04-06,14.0,93.0,,,75.0,1017.0,15.0,1.5,75.0,Moderate
2019-04-07,13.0,84.5,,,51.0,1017.0,16.0,2.3,51.0,Moderate
2019-04-08,13.0,72.0,,,54.0,1015.5,19.5,2.0,54.0,Moderate
2019-04-09,14.0,82.0,,,58.0,1014.5,17.0,1.5,58.0,Moderate
2019-04-10,14.5,70.0,,,61.0,1017.5,20.0,2.3,61.0,Moderate
2019-04-11,15.0,74.5,,,65.0,1016.5,20.0,2.0,65.0,Moderate
2019-04-12,16.0,73.0,,,72.0,1016.5,21.0,1.8,72.0,Moderate
2019-04-13,16.0,75.0,,,80.0,1016.5,21.0,2.0,80.0,Moderate
2019-04-14,17.0,85.0,,,71.0,1016.5,19.5,1.8,71.0,Moderate
2019-04-15,17.0,93.0,,,59.0,1016.0,19.0,1.8,59.0,Moderate
2019-04-16,17.0,79.5,,,62.0,1017.0,20.0,2.3,62.0,Moderate
2019-04-17,14.0,77.0,,,38.0,1019.0,19.0,3.0,38.0,Good
2019-04-18,11.5,57.5,,,61.0,1017.0,19.5,2.3,61.0,Moderate
2019-04-19,12.0,82.0,,,68.0,1016.5,14.5,2.0,68.0,Moderate
2019-04-20,11.0,61.5,,,80.0,1014.5,18.5,1.5,80.0,Moderate
2019-04-21,13.0,79.5,,,122.0,1014.0,17.0,1.5,122.0,Unhealthy for Sensitive Groups
2019-04-22,14.0,85.0,,,132.0,1015.0,18.0,1.8,132.0,Unhealthy for Sensitive Groups
2019-04-23,15.0,77.0,,,107.0,1017.0,19.0,1.5,107.0,Unhealthy for Sensitive Groups
2019-04-24,16.0,68.0,,,107.0,1018.0,22.0,1.5,107.0,Unhealthy for Sensitive Groups
2019-04-25,17.0,85.0,,,98.0,1018.0,19.0,2.0,98.0,Moderate
2019-04-26,18.0,90.5,,,93.0,1015.0,19.0,1.5,93.0,Moderate
2019-04-27,17.5,68.0,,,116.0,1014.0,23.0,1.8,116.0,Unhealthy for Sensitive Groups
2019-04-28,18.0,69.0,,,98.0,1012.0,24.5,2.0,98.0,Moderate
2019-04-29,18.0,66.0,,,92.0,1013.0,23.5,1.8,92.0,Moderate
2019-04-30,17.0,62.5,,,91.0,1013.0,24.0,2.0,91.0,Moderate
2019-05-01,14.5,60.0,,,95.0,1013.0,22.5,2.0,95.0,Moderate
2019-05-02,12.0,64.0,,,69.0,1014.0,24.0,2.5,69.0,Moderate
2019-05-03,16.0,82.0,,,83.0,1015.0,19.0,1.5,83.0,Moderate
2019-05-04,15.0,73.0,,,68.0,1013.5,21.0,3.3,68.0,Moderate
2019-05-05,12.5,56.0,,,72.0,1014.0,23.0,2.0,72.0,Moderate
2019-05-06,12.0,53.0,,,94.0,1012.0,23.0,1.8,94.0,Moderate
2019-05-07,12.5,60.0,,,123.0,1011.0,23.5,1.5,123.0,Unhealthy for Sensitive Groups
2019-05-08,14.5,62.0,,,134.0,1011.0,23.5,1.5,134.0,Unhealthy for Sensitive Groups
2019-05-09,15.0,69.0,,,145.0,1009.5,24.0,1.5,145.0,Unhealthy for Sensitive Groups
2019-05-10,15.0,61.0,,,138.0,1012.0,24.5,1.5,138.0,Unhealthy for Sensitive Groups
2019-05-11,13.0,46.5,,,116.0,1015.0,24.0,2.0,116.0,Unhealthy for Sensitive Groups
2019-05-12,11.0,56.0,,,117.0,1015.0,19.5,1.8,117.0,Unhealthy for Sensitive Groups
2019-05-13,14.0,82.0,,,149.0,1014.0,18.0,2.0,149.0,Unhealthy for Sensitive Groups
2019-05-14,14.0,70.0,,,152.0,1014.0,20.0,2.0,152.0,Unhealthy
2019-05-15,15.0,68.0,,,122.0,1015.0,20.5,1.5,122.0,Unhealthy for Sensitive Groups
2019-05-16,16.5,75.0,,,132.0,1015.0,21.0,2.0,132.0,Unhealthy for Sensitive Groups
2019-05-17,15.0,62.0,,,107.0,1014.0,22.0,2.0,107.0,Unhealthy for Sensitive Groups
2019-05-18,13.0,56.0,,,152.0,1014.0,22.0,2.5,152.0,Unhealthy
2019-05-19,14.0,57.0,,,127.0,1014.5,23.0,2.0,127.0,Unhealthy for Sensitive Groups
2019-05-20,15.5,55.0,,,158.0,1017.0,25.0,2.0,158.0,Unhealthy
2019-05-21,17.0,66.5,,,159.0,1015.5,24.0,2.0,159.0,Unhealthy
2019-05-22,17.5,73.0,,,153.0,1014.0,21.5,2.0,153.0,Unhealthy
2019-05-23,17.0,68.5,,,129.0,1013.0,23.5,2.8,129.0,Unhealthy for Sensitive Groups
2019-05-24,18.0,77.0,,,153.0,1012.5,22.5,2.0,153.0,Unhealthy
2019-05-25,15.5,66.5,,,107.0,1011.0,23.5,3.3,107.0,Unhealthy for Sensitive Groups
2019-05-26,15.5,62.0,,,91.0,1011.0,23.5,1.8,91.0,Moderate
2019-05-27,16.0,60.0,,,134.0,1012.0,24.5,1.5,134.0,Unhealthy for Sensitive Groups
2019-05-28,16.5,65.0,,,139.0,1012.0,23.5,1.5,139.0,Unhealthy for Sensitive Groups
2019-05-29,17.0,86.5,,,151.0,1012.5,20.0,1.8,151.0,Unhealthy
2019-05-30,17.5,93.0,,,137.0,1012.0,18.0,1.2,137.0,Unhealthy for Sensitive Groups
2019-05-31,17.0,87.5,,,127.0,1011.5,21.0,1.8,127.0,Unhealthy for Sensitive Groups
2019-06-01,18.0,86.5,,,104.0,1013.0,21.0,1.5,104.0,Unhealthy for Sensitive Groups
2019-06-02,17.5,82.0,,,87.0,1013.5,20.0,2.5,87.0,Moderate
2019-06-03,17.5,82.0,,,82.0,1013.0,21.5,1.5,82.0,Moderate
2019-06-04,18.0,67.0,,,87.0,1012.0,23.0,2.0,87.0,Moderate
2019-06-05,20.0,83.0,,,87.0,1012.0,22.5,2.0,87.0,Moderate
2019-06-06,20.5,91.0,,,82.0,1014.0,22.5,1.5,82.0,Moderate
2019-06-07,18.0,75.5,,,59.0,1014.5,23.0,2.0,59.0,Moderate
2019-06-08,18.0,73.0,33.0,12.0,70.0,1013.0,24.0,2.0,70.0,Moderate
2019-06-09,19.0,67.0,36.0,14.0,82.0,1011.0,24.5,2.0,82.0,Moderate
2019-06-10,19.0,76.0,46.0,12.0,93.0,1009.5,23.0,1.5,93.0,Moderate
2019-06-11,19.0,73.0,42.0,18.0,107.0,1009.0,24.0,2.0,107.0,Unhealthy for Sensitive Groups
2019-06-12,19.0,73.0,36.0,16.0,85.0,1010.5,24.5,2.0,85.0,Moderate
2019-06-13,20.0,71.0,41.0,16.0,93.0,1010.0,25.5,1.8,93.0,Moderate
2019-06-14,20.0,69.0,33.0,27.0,102.0,1009.0,26.4,2.5,102.0,Unhealthy for Sensitive Groups
2019-06-15,20.0,71.0,32.0,1.0,74.0,1008.0,27.0,1.5,74.0,Moderate
2019-06-16,19.0,67.0,53.0,19.0,91.0,1007.0,26.3,1.5,91.0,Moderate
2019-06-17,19.5,78.0,59.0,28.0,84.0,1007.0,23.6,1.3,84.0,Moderate
2019-06-18,19.0,75.5,42.0,14.0,58.0,1009.5,23.0,1.5,58.0,Moderate
2019-06-19,19.0,71.0,47.0,20.0,70.0,1010.0,24.8,1.4,70.0,Moderate
2019-06-20,19.5,75.5,26.0,12.0,55.0,1011.0,24.0,1.5,55.0,Moderate
2019-06-21,20.0,78.0,27.0,10.0,44.0,1012.0,25.0,1.2,44.0,Good
2019-06-22,21.0,94.0,18.0,5.0,26.0,1013.0,21.0,1.0,26.0,Good
2019-06-23,22.0,85.5,19.0,6.0,31.0,1013.0,24.1,1.0,31.0,Good
2019-06-24,21.5,80.5,25.0,8.0,42.0,1013.0,25.5,1.7,42.0,Good
2019-06-25,21.5,74.0,26.0,8.0,45.0,1012.0,26.5,2.0,45.0,Good
2019-06-26,21.0,80.5,36.0,10.0,55.0,1009.5,24.5,1.5,55.0,Moderate
2019-06-27,21.0,83.0,26.0,8.0,42.0,1007.0,24.0,2.0,42.0,Good
2019-06-28,21.0,78.0,35.0,10.0,58.0,1006.0,25.0,1.7,58.0,Moderate
2019-06-29,20.5,80.5,43.0,11.0,58.0,1007.0,24.0,1.5,58.0,Moderate
2019-06-30,21.0,80.5,44.0,13.0,67.0,1008.0,24.0,2.0,67.0,Moderate
2019-07-01,21.0,83.0,44.0,13.0,61.0,1009.0,24.0,1.6,61.0,Moderate
2019-07-02,21.5,83.0,26.0,8.0,50.0,1009.0,24.5,1.7,50.0,Good
2019-07-03,22.0,78.0,,,38.0,1009.0,25.0,2.5,38.0,Good
2019-07-04,21.5,78.0,,,57.0,1008.0,25.0,1.8,57.0,Moderate
2019-07-05,22.0,83.0,29.0,9.0,53.0,1007.0,25.0,1.8,53.0,Moderate
2019-07-06,22.0,94.0,18.0,5.0,27.0,1005.0,22.6,1.5,27.0,Good
2019-07-07,22.0,94.0,15.0,4.0,22.0,1005.0,22.5,1.0,22.0,Good
2019-07-08,22.0,91.0,20.0,5.0,31.0,1006.0,23.0,1.1,31.0,Good
2019-07-09,21.0,94.0,21.0,6.0,28.0,1006.5,22.5,1.5,28.0,Good
2019-07-10,21.5,94.0,22.0,6.0,30.0,1005.5,21.8,1.5,30.0,Good
2019-07-11,21.0,94.0,13.0,4.0,19.0,1005.0,21.2,4.1,19.0,Good
2019-07-12,19.0,100.0,14.0,4.0,17.0,1008.0,19.6,3.0,17.0,Good
2019-07-13,20.0,94.0,21.0,5.0,25.0,1007.0,21.0,1.2,25.0,Good
2019-07-14,21.0,97.0,29.0,7.0,49.0,1006.0,21.0,1.0,49.0,Good
2019-07-15,20.0,94.0,34.0,6.0,74.0,1007.0,21.0,1.5,74.0,Moderate
2019-07-16,20.0,88.0,,,85.0,1010.0,22.5,1.5,85.0,Moderate
2019-07-17,21.0,88.0,,,80.0,1010.0,23.5,2.0,80.0,Moderate
2019-07-18,21.0,85.5,,,53.0,1011.0,23.0,1.8,53.0,Moderate
2019-07-19,21.5,91.0,,,63.0,1012.0,23.5,1.5,63.0,Moderate
2019-07-20,21.5,88.5,,,63.0,1013.0,23.5,2.0,63.0,Moderate
2019-07-21,21.0,83.0,,,68.0,1012.0,24.5,1.5,68.0,Moderate
2019-07-22,21.0,85.5,,,65.0,1011.0,24.0,1.2,65.0,Moderate
2019-07-23,22.0,88.0,,,61.0,1010.0,24.0,1.8,61.0,Moderate
2019-07-24,21.5,100.0,,,63.0,1009.0,22.0,1.5,63.0,Moderate
2019-07-25,21.0,88.0,,,46.0,1010.0,23.0,1.8,46.0,Good
2019-07-26,21.5,94.0,,,50.0,1009.0,23.0,1.5,50.0,Good
2019-07-27,22.0,85.5,,,46.0,1009.0,23.0,1.5,46.0,Good
2019-07-28,21.5,85.5,,,38.0,1011.0,24.0,1.5,38.0,Good
2019-07-29,21.5,83.0,,,53.0,1011.0,24.0,1.8,53.0,Moderate
2019-07-30,20.0,80.5,,,38.0,1011.0,23.0,2.3,38.0,Good
2019-07-31,21.0,83.0,,,42.0,1010.0,23.5,2.3,42.0,Good
2019-08-01,21.0,88.0,,,46.0,1010.0,23.0,2.5,46.0,Good
2019-08-02,21.0,83.0,,,57.0,1009.0,24.0,1.5,57.0,Moderate
2019-08-03,21.5,83.0,,,53.0,1009.0,24.0,2.0,53.0,Moderate
2019-08-04,22.0,85.5,,,50.0,1007.5,24.0,2.0,50.0,Good
2019-08-05,22.0,94.0,,,42.0,1007.0,23.0,1.0,42.0,Good
2019-08-06,21.5,85.5,,,46.0,1007.0,24.0,2.0,46.0,Good
2019-08-07,22.0,85.5,,,34.0,1006.0,24.0,1.8,34.0,Good
2019-08-08,22.0,83.5,,,46.0,1006.0,24.0,1.5,46.0,Good
2019-08-09,21.0,83.0,,,34.0,1010.0,24.0,1.8,34.0,Good
2019-08-10,21.5,83.0,,,50.0,1010.0,24.5,2.0,50.0,Good
2019-08-11,21.5,88.0,,,46.0,1010.0,24.0,1.5,46.0,Good
2019-08-12,21.5,91.0,,,50.0,1009.0,23.0,1.5,50.0,Good
2019-08-13,21.0,88.0,,,34.0,1011.0,23.5,2.3,34.0,Good
2019-08-14,21.5,83.0,,,46.0,1011.5,23.0,2.3,46.0,Good
2019-08-15,21.5,88.0,,,38.0,1013.0,23.0,2.0,38.0,Good
2019-08-16,21.5,94.0,,,38.0,1012.0,22.0,1.5,38.0,Good
2019-08-17,21.5,97.0,,,34.0,1012.0,22.0,1.2,34.0,Good
2019-08-18,22.0,94.0,,,55.0,1013.0,22.0,1.5,55.0,Moderate
2019-08-19,21.5,85.5,,,42.0,1014.0,23.0,2.0,42.0,Good
2019-08-20,21.0,85.5,,,55.0,1012.5,23.5,1.8,55.0,Moderate
2019-08-21,21.5,88.0,,,65.0,1012.0,23.5,2.3,65.0,Moderate
2019-08-22,21.0,88.0,,,63.0,1012.0,23.5,1.5,63.0,Moderate
2019-08-23,21.5,85.5,,,65.0,1012.0,23.5,1.5,65.0,Moderate
2019-08-24,21.0,91.0,,,38.0,1013.5,21.5,2.0,38.0,Good
2019-08-25,21.0,94.0,,,34.0,1014.0,22.0,1.5,34.0,Good
2019-08-26,21.5,91.0,,,63.0,1013.0,23.0,1.2,63.0,Moderate
2019-08-27,21.5,83.0,,,63.0,1012.0,24.5,1.5,63.0,Moderate
2019-08-28,21.5,83.0,,,59.0,1014.0,23.0,1.2,59.0,Moderate
2019-08-29,22.0,88.0,,,59.0,1015.0,24.0,1.5,59.0,Moderate
2019-08-30,21.5,83.0,,,50.0,1011.0,25.0,2.0,50.0,Good
2019-08-31,21.5,94.0,,,38.0,1010.5,22.5,1.5,38.0,Good
2019-09-01,21.5,88.0,,,50.0,1012.0,23.0,1.2,50.0,Good
2019-09-02,21.0,80.5,,,61.0,1012.0,24.0,1.5,61.0,Moderate
2019-09-03,21.5,94.0,,,53.0,1012.0,22.0,1.2,53.0,Moderate
2019-09-04,21.0,91.0,,,42.0,1012.0,23.0,1.0,42.0,Good
2019-09-05,21.0,88.0,,,46.0,1011.0,23.0,1.8,46.0,Good
2019-09-06,21.0,94.0,,,34.0,1010.0,22.0,1.5,34.0,Good
2019-09-07,21.0,88.0,,,38.0,1011.0,23.0,1.5,38.0,Good
2019-09-08,22.0,94.0,,,50.0,1011.5,22.0,1.5,50.0,Good
2019-09-09,21.0,88.0,,,50.0,1010.0,24.0,2.0,50.0,Good
2019-09-10,22.0,88.5,,,50.0,1010.0,23.0,1.5,50.0,Good
2019-09-11,22.0,88.0,,,65.0,1012.0,23.0,1.8,65.0,Moderate
2019-09-12,22.0,91.0,,,61.0,1014.0,23.0,1.5,61.0,Moderate
2019-09-13,21.0,91.0,,,42.0,1014.5,22.0,1.8,42.0,Good
2019-09-14,21.0,97.0,,,50.0,1015.0,21.0,1.2,50.0,Good
2019-09-15,21.0,94.0,,,61.0,1014.5,21.5,1.5,61.0,Moderate
2019-09-16,21.0,94.0,,,61.0,1013.5,21.5,1.5,61.0,Moderate
2019-09-17,20.0,100.0,,,59.0,1015.5,21.0,1.2,59.0,Moderate
2019-09-18,18.5,96.5,,,42.0,1020.0,19.0,2.0,42.0,Good
2019-09-19,18.0,93.0,,,63.0,1020.0,19.0,1.0,63.0,Moderate
2019-09-20,18.0,88.0,,,70.0,1018.0,20.0,1.8,70.0,Moderate
2019-09-21,18.0,77.0,,,59.0,1017.0,21.5,1.5,59.0,Moderate
2019-09-22,19.0,93.0,,,61.0,1019.0,21.0,1.2,61.0,Moderate
2019-09-23,19.5,93.0,,,63.0,1020.0,20.5,1.2,63.0,Moderate
2019-09-24,20.0,88.0,,,72.0,1020.0,21.0,1.5,72.0,Moderate
2019-09-25,20.0,97.0,,,38.0,1022.0,20.0,1.8,38.0,Good
2019-09-26,19.0,93.0,,,30.0,1023.0,20.0,2.3,30.0,Good
2019-09-27,19.0,93.0,,,46.0,1021.0,20.0,1.8,46.0,Good
2019-09-28,18.0,82.0,,,30.0,1019.0,20.0,2.0,30.0,Good
2019-09-29,18.0,90.5,,,50.0,1019.0,19.0,1.8,50.0,Good
2019-09-30,18.0,88.0,,,53.0,1017.0,19.5,1.5,53.0,Moderate
2019-10-01,18.0,87.5,,,30.0,1016.5,20.0,2.0,30.0,Good
2019-10-02,18.0,85.0,,,53.0,1017.0,20.0,1.5,53.0,Moderate
2019-10-03,18.5,88.0,22.0,9.0,42.0,1017.0,21.0,1.2,42.0,Good
2019-10-04,18.0,85.5,22.0,6.0,59.0,1017.0,21.0,1.8,59.0,Moderate
2019-10-05,19.0,88.0,,,57.0,1017.0,21.0,1.8,57.0,Moderate
2019-10-06,18.0,85.0,,,65.0,1018.5,20.0,1.8,65.0,Moderate
2019-10-07,17.5,80.0,,,70.0,1019.0,21.0,1.5,70.0,Moderate
2019-10-08,18.0,85.0,,,74.0,1019.0,20.0,3.3,74.0,Moderate
2019-10-09,16.5,88.0,,,50.0,1019.0,19.0,1.5,50.0,Good
2019-10-10,16.5,85.0,,,57.0,1018.0,19.0,1.5,57.0,Moderate
2019-10-11,16.0,88.0,,,55.0,1018.0,18.0,1.2,55.0,Moderate
2019-10-12,15.0,77.0,,,78.0,1019.0,18.5,1.8,78.0,Moderate
2019-10-13,16.0,79.5,,,80.0,1019.0,19.0,1.5,80.0,Moderate
2019-10-14,15.5,82.0,,,97.0,1020.0,19.0,1.5,97.0,Moderate
2019-10-15,16.0,82.0,46.0,11.0,81.0,1021.0,19.0,1.2,81.0,Moderate
2019-10-16,16.0,82.0,38.0,9.0,54.0,1022.0,19.0,1.2,54.0,Moderate
2019-10-17,16.0,85.0,38.0,10.0,57.0,1022.0,19.5,1.4,57.0,Moderate
2019-10-18,16.5,88.0,47.0,16.0,69.0,1022.0,18.6,1.0,69.0,Moderate
2019-10-19,16.0,82.0,53.0,15.0,78.0,1022.0,18.6,1.2,78.0,Moderate
2019-10-20,16.0,82.0,57.0,19.0,99.0,1021.0,18.5,1.2,99.0,Moderate
2019-10-21,15.5,85.0,55.0,20.0,99.0,1017.5,18.0,1.2,99.0,Moderate
2019-10-22,14.0,79.5,46.0,20.0,91.0,1016.0,18.0,1.5,91.0,Moderate
2019-10-23,14.0,82.0,86.0,87.0,119.0,1016.5,17.5,1.0,119.0,Unhealthy for Sensitive Groups
2019-10-24,13.0,82.0,74.0,73.0,104.0,1018.0,16.1,1.4,104.0,Unhealthy for Sensitive Groups
2019-10-25,13.5,87.0,96.0,80.0,137.0,1019.0,16.0,0.8,137.0,Unhealthy for Sensitive Groups
2019-10-26,14.0,84.5,86.0,64.0,107.0,1019.0,16.5,1.1,107.0,Unhealthy for Sensitive Groups
2019-10-27,12.0,82.0,84.0,62.0,104.0,1019.0,16.0,1.5,104.0,Unhealthy for Sensitive Groups
2019-10-28,14.0,87.0,85.0,44.0,109.0,1020.0,17.0,1.5,109.0,Unhealthy for Sensitive Groups
2019-10-29,13.0,74.5,,,114.0,1021.0,16.5,1.5,114.0,Unhealthy for Sensitive Groups
2019-10-30,13.5,79.5,,,85.0,1019.0,17.5,1.2,85.0,Moderate
